# Rime user dictionary
#@/db_name	pinyin_simp.userdb
#@/db_type	userdb
#@/rime_version	1.4.0
#@/tick	1322
#@/user_id	f1c9d795-0135-4a3d-9b4c-a295cde06be4
ta 	她	c=1 d=0.045502 t=1322
ti dai 	替代	c=1 d=0.00250366 t=1322
ti gong 	提供	c=2 d=0.0896602 t=1322
ti huan 	替换	c=1 d=0.532592 t=1322
ti qian 	提前	c=1 d=0.0158434 t=1322
ti xing 	提醒	c=1 d=0.0149208 t=1322
ti zhi 	体制	c=0 d=0.0159614 t=1322
ti zhi fu hua 	体制腐化	c=1 d=0.160414 t=1322
tiao jiao 	调教	c=1 d=0.980199 t=1322
ting hao 	挺好	c=1 d=0.00207043 t=1322
ting ke 	听课	c=1 d=0.00142298 t=1322
ting kuai 	挺快	c=1 d=0.00143012 t=1322
tong 	通	c=1 d=0.0120946 t=1322
tong guo 	通过	c=2 d=0.508189 t=1322
tong ming 	同名	c=1 d=0.0237541 t=1322
tong xue 	同学	c=1 d=0.00419023 t=1322
tong yang 	同样	c=1 d=0.00410726 t=1322
tu 	图	c=1 d=0.0366992 t=1322
tu 	涂	c=1 d=0.0475963 t=1322
tu chuang 	图床	c=2 d=0.00701748 t=1322
tu ci 	图次	c=1 d=0.00201931 t=1322
tu pian 	图片	c=2 d=0.00563536 t=1322
tui chu 	退出	c=1 d=0.273898 t=1322
tui jian 	推荐	c=2 d=0.286735 t=1322
wan 	完	c=2 d=0.991193 t=1322
wan cheng 	完成	c=1 d=0.00848038 t=1322
wan li 	万历	c=1 d=0.100259 t=1322
wan quan 	完全	c=1 d=0.00153381 t=1322
wan shan 	完善	c=1 d=0.0378169 t=1322
wang cai 	旺财	c=1 d=0.00140882 t=1322
wang chao 	王朝	c=1 d=0.130029 t=1322
wei 	为	c=6 d=0.230539 t=1322
wei 	位	c=1 d=0.0513033 t=1322
wei bo 	微博	c=1 d=0.00530026 t=1322
wei bo 	微播	c=1 d=0.00477195 t=1322
wei ruan 	微软	c=1 d=0.118837 t=1322
wei shen me 	为什么	c=1 d=0.00197932 t=1322
wei sheng 	卫生	c=1 d=0.0261214 t=1322
wen da 	问答	c=1 d=0.0095616 t=1322
wen dang 	文档	c=1 d=0.00798652 t=1322
wen jian jia 	文件夹	c=1 d=0.00326335 t=1322
wen ti 	问题	c=3 d=0.737291 t=1322
wen wen 	问问	c=1 d=0.0037164 t=1322
wen yi 	瘟疫	c=1 d=0.177284 t=1322
wen zhang 	文章	c=8 d=1.09555 t=1322
wen zi 	文字	c=1 d=0.615697 t=1322
wo 	我	c=25 d=6.47213 t=1322
wo jue de 	我觉得	c=1 d=0.0022042 t=1322
wo jue de jiu shi zhe yang jiu shi 	我觉得就是这样就是	c=1 d=0.0020601 t=1322
wo men 	我们	c=1 d=0.460704 t=1322
wu 	伍	c=1 d=0.0100518 t=1322
wu 	吴	c=0 d=0.000860854 t=1322
wu 	无	c=0 d=0.012493 t=1322
wu 	舞	c=0 d=0.0053397 t=1322
wu a yi 	吴阿姨	c=4 d=0.457995 t=1322
wu dao 	舞蹈	c=2 d=0.561757 t=1322
wu fa 	无法	c=1 d=0.839457 t=1322
wu li 	物理	c=1 d=0.00708341 t=1322
xi chang 	细长	c=2 d=0.0384279 t=1322
xi guan 	习惯	c=1 d=0.00843808 t=1322
xi huan 	喜欢	c=1 d=0.00697795 t=1322
xi ju 	戏剧	c=1 d=0.131994 t=1322
xi lie 	系列	c=1 d=0.289384 t=1322
xi ti 	习题	c=1 d=0.213312 t=1322
xi tong 	系统	c=1 d=0.119433 t=1322
xia 	下	c=3 d=0.754938 t=1322
xia zai 	下载	c=2 d=0.00673389 t=1322
xian 	先	c=5 d=1.41672 t=1322
xian shi 	显示	c=1 d=0.00214418 t=1322
xian wei jing 	显微镜	c=2 d=0.735013 t=1322
xian zai 	现在	c=1 d=0.0213864 t=1322
xiang 	像	c=1 d=0.12307 t=1322
xiang 	想	c=3 d=0.308074 t=1322
xiang 	相	c=1 d=0.00364281 t=1322
xiang guan 	相关	c=2 d=0.324377 t=1322
xiang yao 	想要	c=1 d=0.00449405 t=1322
xiao 	小	c=3 d=0.0679155 t=1322
xiao guo 	效果	c=1 d=0.132655 t=1322
xiao he 	小鹤	c=1 d=0.00172937 t=1322
xiao jing xi 	小惊喜	c=1 d=0.00427488 t=1322
xiao lin 	小林	c=1 d=0.447088 t=1322
xiao rong 	笑容	c=1 d=0.0614212 t=1322
xiao shuo 	小说	c=1 d=0.121535 t=1322
xie 	些	c=1 d=0.0107269 t=1322
xie 	写	c=9 d=2.00363 t=1322
xie de 	写得	c=1 d=0.0780817 t=1322
xie hui 	协会	c=2 d=0.0197946 t=1322
xie wen 	写文	c=1 d=0.0042963 t=1322
xie zai 	卸载	c=1 d=0.0015415 t=1322
xie zuo 	写作	c=4 d=0.417353 t=1322
xin 	新	c=1 d=0.70822 t=1322
xin liu 	心流	c=1 d=0.00390694 t=1322
xing qiu 	星球	c=2 d=1.27663 t=1322
xiu gai 	修改	c=3 d=1.46132 t=1322
xu gou 	虚构	c=1 d=0.101348 t=1322
xu ming 	虚名	c=0 d=0.0151072 t=1322
xu shi 	叙事	c=1 d=0.104874 t=1322
xu yao 	需要	c=1 d=0.00302755 t=1322
xuan 	宣	c=1 d=0.246597 t=1322
xue hui 	学会	c=1 d=0.0531307 t=1322
xue wan 	学玩	c=1 d=0.285076 t=1322
ya 	呀	c=2 d=0.472041 t=1322
yan ran 	俨然	c=1 d=0.0982736 t=1322
yang cheng 	养成	c=1 d=0.00831246 t=1322
yang shi 	样式	c=1 d=0.00348252 t=1322
yao 	要	c=4 d=0.55374 t=1322
yao chang 	要长	c=1 d=0.0934807 t=1322
ye 	也	c=3 d=0.474424 t=1322
ye nan 	也难	c=1 d=0.188247 t=1322
ye shi 	野史	c=1 d=0.123687 t=1322
ye zhi 	也只	c=1 d=0.0875977 t=1322
ye zi 	叶子	c=2 d=0.0382362 t=1322
yi 	一	c=3 d=0.365554 t=1322
yi 	已	c=3 d=1.0494 t=1322
yi ban 	一般	c=4 d=0.836628 t=1322
yi ben 	一本	c=2 d=0.187687 t=1322
yi bu 	一部	c=1 d=0.0241131 t=1322
yi bu fen 	一部分	c=1 d=0.00251621 t=1322
yi dan 	一旦	c=1 d=0.00494193 t=1322
yi ding 	一定	c=2 d=0.0110934 t=1322
yi ge 	一个	c=1 d=0.0599047 t=1322
yi jing 	已经	c=3 d=0.351339 t=1322
yi kan 	已看	c=1 d=0.612626 t=1322
yi kou qi 	一口气	c=1 d=0.075774 t=1322
yi shou 	一首	c=0 d=0.00243554 t=1322
yi si 	意思	c=1 d=0.00408677 t=1322
yi tiao 	一条	c=2 d=0.601281 t=1322
yi tong guo 	已通过	c=1 d=0.683861 t=1322
yi wei 	一位	c=1 d=0.00704808 t=1322
yi xia 	一下	c=5 d=1.4282 t=1322
yi xia 	以下	c=1 d=0.155673 t=1322
yi xiao jian da 	以小见大	c=1 d=0.109701 t=1322
yi yang 	一样	c=1 d=0.0335406 t=1322
yi yuan 	医院	c=1 d=0.00260584 t=1322
yi zhan 	驿站	c=1 d=0.0407622 t=1322
yi zhong 	一种	c=2 d=0.014355 t=1322
yi zhou 	一周	c=1 d=0.0728029 t=1322
yin huan 	隐患	c=1 d=0.0593087 t=1322
yin ren ru sheng 	引人入胜	c=1 d=0.0784731 t=1322
yin xiang 	印象	c=1 d=0.0248475 t=1322
yin yong 	引用	c=1 d=0.084163 t=1322
ying shi 	影视	c=1 d=0.156453 t=1322
ying wen 	英文	c=1 d=0.00193045 t=1322
yong 	用	c=4 d=0.0229931 t=1322
you 	有	c=4 d=0.776739 t=1322
you hua 	优化	c=1 d=0.00174675 t=1322
you kong 	有空	c=1 d=0.0127147 t=1322
you mei you 	有没有	c=1 d=0.423162 t=1322
you mu lu 	有目录	c=1 d=0.0699482 t=1322
you qu 	又去	c=1 d=0.0320647 t=1322
you qu 	有趣	c=2 d=0.762976 t=1322
yu 	与	c=2 d=0.0851527 t=1322
yue 	约	c=3 d=0.0316774 t=1322
yun yong 	运用	c=1 d=0.00673795 t=1322
za ban 	咋办	c=1 d=0.0174224 t=1322
zai 	再	c=6 d=1.14108 t=1322
zai 	在	c=11 d=0.714538 t=1322
zai yu 	在于	c=1 d=0.111917 t=1322
ze 	则	c=1 d=0.13068 t=1322
zeng 	曾	c=1 d=0.71177 t=1322
zhan 	站	c=2 d=0.0828229 t=1322
zhao 	找	c=1 d=0.0104621 t=1322
zhao gu 	照顾	c=1 d=0.0281559 t=1322
zhao ji 	着急	c=1 d=0.208045 t=1322
zhao pian 	照片	c=1 d=0.0133665 t=1322
zhe 	着	c=2 d=0.0899584 t=1322
zhe 	者	c=2 d=0.100479 t=1322
zhe 	这	c=1 d=0.0534829 t=1322
zhe fen 	这份	c=1 d=0.600496 t=1322
zhe ge 	这个	c=3 d=0.0674287 t=1322
zhe pian 	这篇	c=2 d=0.353296 t=1322
zhe teng 	折腾	c=1 d=0.960789 t=1322
zhe wei 	这位	c=3 d=0.864831 t=1322
zhe xie 	这些	c=1 d=0.499074 t=1322
zhe yang 	这样	c=3 d=1.45206 t=1322
zhe yi shou 	这一首	c=1 d=0.0244775 t=1322
zhe zhang 	这张	c=1 d=0.537944 t=1322
zhe zhong 	这种	c=2 d=0.0585707 t=1322
zhen 	真	c=1 d=0.00135358 t=1322
zhen de 	真的	c=2 d=0.00318904 t=1322
zhen tan 	侦探	c=0 d=0.00792617 t=1322
zhen tan xiao shuo 	侦探小说	c=1 d=0.079659 t=1322
zheng 	正	c=1 d=0.0485578 t=1322
zheng fa 	政法	c=1 d=0.0137736 t=1322
zheng ge 	整个	c=1 d=0.287941 t=1322
zheng li 	整理	c=1 d=0.00546167 t=1322
zheng qu 	争取	c=1 d=0.00433948 t=1322
zheng shi 	正史	c=1 d=0.120633 t=1322
zhi 	之	c=1 d=0.143704 t=1322
zhi 	只	c=1 d=0.101774 t=1322
zhi dao 	知道	c=2 d=1.52338 t=1322
zhi hou 	之后	c=1 d=0.00170362 t=1322
zhi jie 	直接	c=5 d=0.0117573 t=1322
zhi kan 	只看	c=1 d=0.0239928 t=1322
zhi shi 	知识	c=2 d=0.661438 t=1322
zhi shi xing qiu 	知识星球	c=1 d=0.00980366 t=1322
zhi shu 	指数	c=1 d=0.0742736 t=1322
zhi wu 	植物	c=2 d=0.0430837 t=1322
zhi xu 	只需	c=1 d=0.0140519 t=1322
zhi you 	只有	c=2 d=0.0544021 t=1322
zhi yuan 	志愿	c=2 d=0.0999783 t=1322
zhi yuan zhe 	志愿者	c=7 d=0.26884 t=1322
zhong 	中	c=3 d=0.33029 t=1322
zhong 	忠	c=1 d=0.187308 t=1322
zhong 	重	c=2 d=0.210841 t=1322
zhong ying wen 	中英文	c=1 d=0.00279479 t=1322
zhou bao 	周报	c=5 d=0.0354497 t=1322
zhou bian 	周边	c=1 d=0.00456197 t=1322
zhou wu 	周五	c=1 d=0.00900478 t=1322
zhu 	猪	c=1 d=0.00229965 t=1322
zhu chi 	主持	c=1 d=0.00366107 t=1322
zhu hai 	珠海	c=3 d=0.532394 t=1322
zhu shi 	注释	c=3 d=0.00888846 t=1322
zhu yi 	注意	c=1 d=0.436049 t=1322
zhu zuo 	著作	c=1 d=0.0862936 t=1322
zhuan men 	专门	c=1 d=0.0257325 t=1322
zhuan zhi 	转制	c=1 d=0.0695994 t=1322
zhuang 	状	c=1 d=0.018968 t=1322
zhun que 	准确	c=1 d=0.00640933 t=1322
zi ding yi 	自定义	c=1 d=0.715338 t=1322
zi dong 	自动	c=1 d=0.00332928 t=1322
zi ji 	自己	c=2 d=0.970424 t=1322
zi ku 	字库	c=3 d=1.27547 t=1322
zi liao 	资料	c=1 d=0.0824965 t=1322
zi se 	紫色	c=1 d=0.0199405 t=1322
zong 	宗	c=1 d=0.164474 t=1322
zong 	纵	c=1 d=0.161218 t=1322
zong guan 	纵观	c=1 d=0.126818 t=1322
zu gou 	足够	c=2 d=0.33073 t=1322
zu zhi 	组织	c=1 d=0.0422141 t=1322
zui hao 	最好	c=1 d=0.00226541 t=1322
zui mei 	最美	c=2 d=0.300317 t=1322
zui wei 	最为	c=1 d=0.00458484 t=1322
zui zao 	最早	c=1 d=0.0314298 t=1322
zuo 	做	c=2 d=0.105642 t=1322
zuo fa 	做法	c=1 d=0.00729913 t=1322
zuo tian 	昨天	c=1 d=0.010358 t=1322
zuo wei 	作为	c=2 d=0.0125077 t=1322
zuo you 	左右	c=1 d=0.0116786 t=1322
zuo zhe 	作者	c=1 d=0.00711891 t=1322
